CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR
69472,HP50NE 12,"Unst, Loch Of Watlee",Horizontal Mill (Period Unassigned),459240,1205830,SHETLAND ISLANDS,SHETLAND,UNST,HP 5924 0583
69473,HP50NE 13,"Unst, Burn Of Southerhouse",Horizontal Mill (Period Unassigned),457841,1207061,SHETLAND ISLANDS,SHETLAND,UNST,HP 57841 07061
69479,HP50SE 41,"Unst, Loch Of Watlee",Horizontal Mill (Period Unassigned),459397,1204802,SHETLAND ISLANDS,SHETLAND,UNST,HP 59397 04802
69480,HP50SE 42,"Unst, Burragarth",Horizontal Mill (Period Unassigned),457830,1203590,SHETLAND ISLANDS,SHETLAND,UNST,HP 5783 0359
69481,HP50SE 43,"Unst, Burragarth",Horizontal Mill (Period Unassigned),457751,1203566,SHETLAND ISLANDS,SHETLAND,UNST,HP 57751 03566
69482,HP50SE 44,"Unst, Burragarth",Horizontal Mill (Period Unassigned),457459,1203320,SHETLAND ISLANDS,SHETLAND,UNST,HP 57459 03320
69483,HP60NW 17,"Unst, Baltasound","Horizontal Mill (Period Unassigned), Lade (Period Unassigned)",461710,1209010,SHETLAND ISLANDS,SHETLAND,UNST,HP 6171 0901
69484,HP60NW 18,"Unst, Baltasound",Horizontal Mill (Period Unassigned),461930,1208840,SHETLAND ISLANDS,SHETLAND,UNST,HP 6193 0884
69485,HP61NE 4,"Unst, Skaw",Horizontal Mill (Period Unassigned),465400,1216100,SHETLAND ISLANDS,SHETLAND,UNST,HP 654 161
69486,HP61SW 36,"Unst, Norwick",Horizontal Mill (Period Unassigned),464510,1213790,SHETLAND ISLANDS,SHETLAND,UNST,HP 6451 1379
88167,HP50SE 46,"Unst, Erns Hamar",Mound (Period Unassigned),457950,1204800,SHETLAND ISLANDS,SHETLAND,UNST,HP 5795 0480
105242,HU59NE 10,"Unst, Mula",Mound (Period Unassigned),456600,1199900,SHETLAND ISLANDS,SHETLAND,UNST,HU 5660 9990
108164,HP61NE 5,"Unst, Sand Of Inner Skaw",Saddle Quern,466300,1215800,SHETLAND ISLANDS,SHETLAND,UNST,HP 663 158
108176,HP50SE 47,"Unst, Uyeasound","Findspot (20th Century), Bowl (Stone)(Bronze Age)",458800,1200700,SHETLAND ISLANDS,SHETLAND,UNST,HP 588 007
108250,HP50SE 48,"Unst, Burga Sand","Findspot (20th Century), Pendant (Stone)",457200,1204100,SHETLAND ISLANDS,SHETLAND,UNST,HP 572 041
109555,HP60NW 21,"Unst, Baltasound, Kirkhoull",Church (Period Unassigned),461900,1208700,SHETLAND ISLANDS,SHETLAND,UNST,HP 619 087
113016,HP61SW 37,"Unst, Haroldswick, General",Village (Period Unassigned),463800,1212280,SHETLAND ISLANDS,SHETLAND,UNST,HP 6380 1228
114575,HP61NE 60,"Unst, Skaw, The Garths, Chain Home Radar Station",Radar Station (Second World War),466922,1215610,SHETLAND ISLANDS,SHETLAND,UNST,HP 66922 15610
114589,HP61NE 61,"Unst, Skaw, The Garths",Radar Site (Second World War),467427,1215528,SHETLAND ISLANDS,SHETLAND,UNST,HP 67427 15528
114591,HP61NE 62,"Unst, Skaw, The Garths",Engine House (20th Century),466977,1215450,SHETLAND ISLANDS,SHETLAND,UNST,HP 66977 15450
114592,HP61NE 63,"Unst, Skaw, The Garths",Engine House (20th Century),466430,1215390,SHETLAND ISLANDS,SHETLAND,UNST,HP 6643 1539
114593,HP61NE 64,"Unst, Skaw, The Garths",Military Camp (Second World War),465786,1215665,SHETLAND ISLANDS,SHETLAND,UNST,HP 65786 15665
114596,HP61NE 65,"Unst, Skaw, Remote Reserve",Building (20th Century),466306,1216722,SHETLAND ISLANDS,SHETLAND,UNST,HP 66306 16722
114601,HP61NW 60,"Unst, Saxa Vord, Royal Naval Chain Home Low Radar Station,",Radar Station (Second World War),463162,1216664,SHETLAND ISLANDS,SHETLAND,UNST,HP 63162 16664
123616,HP60NW 23,"Unst, Baltasound",Unidentified Pottery,461900,1208200,SHETLAND ISLANDS,SHETLAND,UNST,HP 619 082
128767,HP50NE 15,"Unst, Newgord","Field System (Norse), House (Norse)",457140,1206270,SHETLAND ISLANDS,SHETLAND,UNST,HP 5714 0627
128768,HP50NE 16,"Unst, Newgord",House (Norse),456910,1206230,SHETLAND ISLANDS,SHETLAND,UNST,HP 5691 0623
128771,HP50SE 50,"Unst, Snabrough",House (Norse),456740,1202920,SHETLAND ISLANDS,SHETLAND,UNST,HP 5674 0292
128773,HP50SE 52,"Unst, Lund",House(S) (Norse),457003,1203738,SHETLAND ISLANDS,SHETLAND,UNST,HP 57003 03738
128774,HP60NW 24,"Unst, Gue",House (Norse),460590,1209960,SHETLAND ISLANDS,SHETLAND,UNST,HP 6059 0996
128776,HP61NE 70,"Unst, Inner Skaw","Field System (Norse), House(S) (Norse)",466300,1215650,SHETLAND ISLANDS,SHETLAND,UNST,HP 6630 1565
134373,HP61SW 38,"Unst, Watquey","House (Norse), Structure(S) (Period Unassigned)",462030,1212450,SHETLAND ISLANDS,SHETLAND,UNST,HP 6203 1245
137589,HP60SW 34,"Unst, Sandwick","Unidentified Pottery (Iron Age), Worked Object",461800,1202200,SHETLAND ISLANDS,SHETLAND,UNST,HP 618 022
139974,HP60NW 26,"Unst, Baltasound",Unidentified Pottery (Iron Age),461900,1208700,SHETLAND ISLANDS,SHETLAND,UNST,HP 619 087
141547,HP61NE 8,"Unst, Skaw, Loran Type 700, Radio Station",Radio Station (20th Century),466387,1216791,SHETLAND ISLANDS,SHETLAND,UNST,HP 66387 16791
157033,HP60NW 131,"Unst, Baltasound, Pier",Pier (Period Unassigned),463420,1209050,SHETLAND ISLANDS,SHETLAND,UNST,HP 6342 0905
157037,HP61SW 390,"Unst, Burrafirth, Lighthouse Shore Station","Lighthouse Shore Station (19th Century), Signal Station (19th Century)",461345,1214864,SHETLAND ISLANDS,SHETLAND,UNST,HP 61345 14864
157055,HP61SW 400,"Haroldswick, Unst, Landing Stage",Landing Stage (Period Unassigned),463860,1212250,SHETLAND ISLANDS,SHETLAND,UNST,HP 6386 1225
157431,HP50SE 55,"Unst, Belmont, Pier",Pier (Period Unassigned),456560,1200500,SHETLAND ISLANDS,SHETLAND,UNST,HP 5656 0050
157434,HP50SE 56,"Unst, Uyeasound, Pierfront Buildings","Booth (19th Century), House (19th Century), Shop (19th Century)",459217,1201092,SHETLAND ISLANDS,SHETLAND,UNST,HP 59217 01092
163848,HP60NW 270,"Unst, Baliasta, Hillside Free Church",Church (19th Century),460528,1209190,SHETLAND ISLANDS,SHETLAND,UNST,HP 60528 09190
163850,HP60NW 29,"Unst, Ordaal","Farmhouse (Period Unassigned), Farmstead (Period Unassigned)",463159,1208192,SHETLAND ISLANDS,SHETLAND,UNST,HP 63159 08192
163851,HP60NW 30,"Unst, Ordaal, Steading","Farmstead (Period Unassigned), Lade (Period Unassigned), Watermill (Period Unassigned)",463290,1208040,SHETLAND ISLANDS,SHETLAND,UNST,HP 6329 0804
163853,HP60NW 130,"Unst, Baltasound, Pier, Slipway And Pier Buildings",Harbour (Period Unassigned),463450,1209150,SHETLAND ISLANDS,SHETLAND,UNST,HP 6345 0915
163854,HP60NW 133,"Unst, Baltasound, Slipway",Slipway (20th Century),463390,1209130,SHETLAND ISLANDS,SHETLAND,UNST,HP 6339 0913
163856,HP60NW 134,"Unst, Baltasound, Pier, Buildings","House(S) (Period Unassigned), Storehouse(S) (Period Unassigned)",463430,1209210,SHETLAND ISLANDS,SHETLAND,UNST,HP 6343 0921
163861,HP61SW 41,"Unst, Hagdale",Farmstead (Period Unassigned),464110,1210550,SHETLAND ISLANDS,SHETLAND,UNST,HP 6411 1055
163863,HP61SW 42,"Unst, Beach Road, Haroldswick, The Hamars",Farmstead (18th Century),463853,1212317,SHETLAND ISLANDS,SHETLAND,UNST,HP 63853 12317
163865,HP61SW 43,"Unst, Papil, Valsgarth","Farmhouse (Period Unassigned), Farmstead (Period Unassigned), Outbuilding(S) (Period Unassigned), Wall(S) (Period Unassigned)",464534,1212887,SHETLAND ISLANDS,SHETLAND,UNST,HP 64534 12887
163866,HP51SE 4,"Unst, Houlland","Farmstead (Period Unassigned), Pony Pund (19-20th Century)",459660,1210482,SHETLAND ISLANDS,SHETLAND,UNST,HP 59660 10482
163869,HP61SE 80,"Unst, Norwick, Banks",Farmhouse (Period Unassigned),465153,1214768,SHETLAND ISLANDS,SHETLAND,UNST,HP 65153 14768
163870,HP61NE 9,"Unst, Skaw Cottage, Boat-roofed Shed",Shed (Period Unassigned),465000,1216000,SHETLAND ISLANDS,SHETLAND,UNST,HP 65 16
163875,HP60SW 35,"Unst, Uyeasound Church And War Memorial","Church (Period Unassigned), War Memorial (20th Century)",460060,1201089,SHETLAND ISLANDS,SHETLAND,UNST,HP 60060 01089
178577,HP61NE 71,"Unst, Inner Skaw","Building(S) (Period Unassigned), Enclosure(S) (Period Unassigned), Farmstead (Period Unassigned), Field System (Period Unassigned), Structure (Period Unassigned)",466180,1215560,SHETLAND ISLANDS,SHETLAND,UNST,HP 6618 1556
188061,HP60NE 6,"Unst, Swinna Ness","Building (Period Unassigned), Sheepfold (Period Unassigned)(Possible)",465014,1208973,SHETLAND ISLANDS,SHETLAND,UNST,HP 65014 08973
188062,HP60NE 7,"Unst, Balta",Structure(S) (Period Unassigned),465780,1209030,SHETLAND ISLANDS,SHETLAND,UNST,HP 6578 0903
188063,HP60NE 8,Balta,"Building(S) (Period Unassigned), Enclosure (Period Unassigned)",465820,1208570,SHETLAND ISLANDS,SHETLAND,UNST,HP 6582 0857
188655,HP60SW 39,"Unst, Mel",Planticrub (19-20th Century),461752,1204302,SHETLAND ISLANDS,SHETLAND,UNST,HP 61752 04302
188656,HP60SW 40,"Unst, Mel","Building (Period Unassigned), Enclosure (Period Unassigned)",461940,1204310,SHETLAND ISLANDS,SHETLAND,UNST,HP 6194 0431
188657,HP60SW 41,"Unst, Vord Hill",Sheepfold(S) (19th Century),461931,1203950,SHETLAND ISLANDS,SHETLAND,UNST,HP 61931 03950
188658,HP60SW 42,"Unst, Garths Of Smirgarth",Pen (19th Century),461835,1203565,SHETLAND ISLANDS,SHETLAND,UNST,HP 61835 03565
188659,HP60SW 43,"Unst, Vord Hill",Enclosure(S) (Period Unassigned),461280,1203210,SHETLAND ISLANDS,SHETLAND,UNST,HP 6128 0321
188660,HP60SW 44,"Unst, Vord Hill",Building(S) (Period Unassigned),461758,1203268,SHETLAND ISLANDS,SHETLAND,UNST,HP 61758 03268
188666,HP60SW 50,"Unst, Loch Vatnagarth","Planticrub (Period Unassigned)(Possible), Sheep Shelter (Period Unassigned)",461213,1202740,SHETLAND ISLANDS,SHETLAND,UNST,HP 61213 02740
188667,HP60SW 51,"Unst, Sandwick","Head Dyke (Post Medieval), Township (Period Unassigned)",461500,1202300,SHETLAND ISLANDS,SHETLAND,UNST,HP 615 023
188668,HP60SW 52,"Unst, Voesgrind","Building(S) (19-20th Century), Farmstead (19th Century), Garden (19-20th Century)",462200,1202030,SHETLAND ISLANDS,SHETLAND,UNST,HP 62200 02030
188669,HP60SW 53,"Unst, Mailand","Building (Period Unassigned), Enclosure (Period Unassigned)",460583,1201737,SHETLAND ISLANDS,SHETLAND,UNST,HP 60583 01737
188670,HP60SW 54,"Unst, Hoversta",Farmstead (Period Unassigned),460188,1201860,SHETLAND ISLANDS,SHETLAND,UNST,HP 60188 01860
188671,HP60SW 55,"Unst, Hoversta","Building (Period Unassigned), Planticrub (Period Unassigned)",460057,1201767,SHETLAND ISLANDS,SHETLAND,UNST,HP 60057 01767
188672,HP60SW 56,"Unst, Clivocast",Building (Period Unassigned),460090,1200470,SHETLAND ISLANDS,SHETLAND,UNST,HP 6009 0047
188673,HP50SE 91,"Unst, Middleton",Building (19th Century),459888,1201623,SHETLAND ISLANDS,SHETLAND,UNST,HP 59888 01623
188674,HP60SW 57,"Unst, Muness","Head Dyke (Post Medieval), Township (Period Unassigned)",463000,1201000,SHETLAND ISLANDS,SHETLAND,UNST,HP 630 010
188675,HP60SW 58,"Unst, Ramnageo","Head Dyke (Post Medieval), Township (Period Unassigned)",462600,1200000,SHETLAND ISLANDS,SHETLAND,UNST,HP 626 000
188684,HP50SE 61,"Unst, Loch Of Vigga","Boundary Dyke (Period Unassigned), Structure (Period Unassigned)",456237,1203489,SHETLAND ISLANDS,SHETLAND,UNST,HP 56237 03489
188685,HP50SE 62,"Unst, Hellier Geo",Building (Period Unassigned),456172,1203280,SHETLAND ISLANDS,SHETLAND,UNST,HP 56172 03280
188687,HP50SE 64,"Unst, Loch Of Snarravoe",Building (Period Unassigned),457470,1202100,SHETLAND ISLANDS,SHETLAND,UNST,HP 5747 0210
188688,HP50SE 65,"Unst, Loch Of Stourhoull","Enclosure(S) (Period Unassigned), Structure (Period Unassigned)",458100,1203000,SHETLAND ISLANDS,SHETLAND,UNST,HP 581 030
188689,HP50SE 66,"Unst, Crosbister",Building (Period Unassigned),458300,1203790,SHETLAND ISLANDS,SHETLAND,UNST,HP 5830 0379
188690,HP50SE 67,"Unst, Burragarth","Building (Period Unassigned), Enclosure(S) (Period Unassigned)",457690,1203710,SHETLAND ISLANDS,SHETLAND,UNST,HP 5769 0371
188692,HP50SE 69,"Unst, Burragarth",Building (Period Unassigned),457730,1203820,SHETLAND ISLANDS,SHETLAND,UNST,HP 5773 0382
188693,HP50SE 70,"Unst, Burn Of Breimires",Structure (Period Unassigned),459510,1202500,SHETLAND ISLANDS,SHETLAND,UNST,HP 5951 0250
188694,HP50SE 71,"Unst, Burn Of Breimires",Sheepfold (19th Century),459495,1202356,SHETLAND ISLANDS,SHETLAND,UNST,HP 59495 02356
188695,HP50SE 72,"Unst, Dam Loch",Planticrub(S) (19th Century),459696,1202013,SHETLAND ISLANDS,SHETLAND,UNST,HP 59696 02013
188696,HP50SE 73,"Unst, Loch Of Snarravoe",Building (Period Unassigned),457150,1201730,SHETLAND ISLANDS,SHETLAND,UNST,HP 5715 0173
188698,HP50SE 75,"Unst, Broomhill","Building (Period Unassigned), Field Boundary (Period Unassigned)",458620,1201130,SHETLAND ISLANDS,SHETLAND,UNST,HP 5862 0113
188699,HP50SE 76,"Unst, Loch Of Gardie","Head Dyke (Post Medieval), Structure(S) (Period Unassigned)",458360,1201020,SHETLAND ISLANDS,SHETLAND,UNST,HP 5836 0102
188701,HP50SE 78,"Unst, Sutapund",Farmstead (Period Unassigned),458350,1200690,SHETLAND ISLANDS,SHETLAND,UNST,HP 5835 0069
188702,HP50SE 79,"Unst, Rockfield",Farmstead (Period Unassigned),458800,1200700,SHETLAND ISLANDS,SHETLAND,UNST,HP 5880 0070
188703,HP50SE 80,"Unst, Upper Clipprigarth",Farmstead (Period Unassigned),458350,1200420,SHETLAND ISLANDS,SHETLAND,UNST,HP 5835 0042
188704,HP50SE 81,"Unst, Lower Clipprigarth",Farmstead (Period Unassigned),458640,1200430,SHETLAND ISLANDS,SHETLAND,UNST,HP 5864 0043
188705,HP50SE 82,"Unst, Lower Clipprigarth",Farmstead (Period Unassigned),458510,1200370,SHETLAND ISLANDS,SHETLAND,UNST,HP 5851 0037
188706,HP50SE 83,"Unst, Tuvvacuddies","Enclosure (Period Unassigned), Structure (Period Unassigned)",458570,1200110,SHETLAND ISLANDS,SHETLAND,UNST,HP 5857 0011
188707,HP50SE 84,"Unst, Brecknagarth",Farmstead (Period Unassigned),458190,1200250,SHETLAND ISLANDS,SHETLAND,UNST,HP 5819 0025
188708,HP50SE 85,"Unst, Gallow Hill","Building (Period Unassigned), Enclosure (Period Unassigned)",457500,1200150,SHETLAND ISLANDS,SHETLAND,UNST,HP 5750 0015
188709,HP50SE 86,"Unst, Gallow Hill","Building (Period Unassigned), Enclosure (Period Unassigned)",456860,1200560,SHETLAND ISLANDS,SHETLAND,UNST,HP 5686 0056
188714,HP61SW 55,"Unst, Gardie","Enclosure(S) (Period Unassigned), Field System(S) (Period Unassigned), Head Dyke (Post Medieval), Structure(S) (Period Unassigned)",463530,1211490,SHETLAND ISLANDS,SHETLAND,UNST,HP 6353 1149
188716,HP61NW 8,"Unst, Burn Of Scournasdale",Enclosure (Period Unassigned),461250,1216880,SHETLAND ISLANDS,SHETLAND,UNST,HP 6125 1688
188717,HP61NW 9,"Unst, Dols Hellier",Enclosure (Period Unassigned),461350,1216350,SHETLAND ISLANDS,SHETLAND,UNST,HP 6135 1635
188718,HP61NW 10,"Unst, Veedie",Enclosure (Period Unassigned),461350,1215630,SHETLAND ISLANDS,SHETLAND,UNST,HP 6135 1563
188719,HP61NW 11,"Unst, Fiska Geo",Enclosure (Period Unassigned),461400,1215400,SHETLAND ISLANDS,SHETLAND,UNST,HP 614 154
188720,HP61NW 12,"Unst, Ward Of Norwick",Enclosure(S) (Period Unassigned),464350,1215400,SHETLAND ISLANDS,SHETLAND,UNST,HP 6435 1540
188721,HP61SW 44,"Unst, Soterberg","Building (Period Unassigned), Field System (Period Unassigned), Head Dyke (Post Medieval)",463940,1211600,SHETLAND ISLANDS,SHETLAND,UNST,HP 6394 1160
188724,HP61SW 47,"Unst, Stoutsquey",Structure (Period Unassigned),463190,1211580,SHETLAND ISLANDS,SHETLAND,UNST,HP 6319 1158
188725,HP61SW 48,"Unst, The Dale","Building(S) (Period Unassigned), Enclosure (Period Unassigned)",462270,1211470,SHETLAND ISLANDS,SHETLAND,UNST,HP 6227 1147
188726,HP61SW 54,"Unst, Gardie",Building(S) (Period Unassigned),463840,1211500,SHETLAND ISLANDS,SHETLAND,UNST,HP 6384 1150
188727,HP61SW 56,"Unst, Haroldswick",Structure (Period Unassigned),463520,1212570,SHETLAND ISLANDS,SHETLAND,UNST,HP 6352 1257
188728,HP61SW 57,"Unst, Haroldswick, Crookadale",Farmstead (Period Unassigned),463640,1212480,SHETLAND ISLANDS,SHETLAND,UNST,HP 6364 1248
188729,HP61SW 58,"Unst, Haroldswick, Ark",Farmstead (Period Unassigned),464000,1212420,SHETLAND ISLANDS,SHETLAND,UNST,HP 6400 1242
188730,HP61SW 59,"Unst, North Booth",Farmstead (Period Unassigned),464230,1212350,SHETLAND ISLANDS,SHETLAND,UNST,HP 6423 1235
188731,HP61SW 71,"Unst, Crogan Ness",Farmstead (Period Unassigned)(Possible),460180,1212110,SHETLAND ISLANDS,SHETLAND,UNST,HP 6018 1211
188732,HP61SW 49,"Unst, Springpark",Structure (Period Unassigned),462320,1212000,SHETLAND ISLANDS,SHETLAND,UNST,HP 6232 1200
188733,HP61SW 50,"Unst, Mill Burn",Structure(S) (Period Unassigned),461510,1212060,SHETLAND ISLANDS,SHETLAND,UNST,HP 6151 1206
188734,HP61SW 51,"Unst, Mill Burn",Mill (Period Unassigned)(Possible),461180,1212020,SHETLAND ISLANDS,SHETLAND,UNST,HP 6118 1202
188735,HP61SW 52,"Unst, Stove",Building (Period Unassigned),462230,1212480,SHETLAND ISLANDS,SHETLAND,UNST,HP 6223 1248
188736,HP61SW 53,"Unst, The Farm",Farmstead (Period Unassigned),462860,1212300,SHETLAND ISLANDS,SHETLAND,UNST,HP 6286 1230
188737,HP61SW 60,"Unst, Valsgarth",Farmstead (Period Unassigned),464300,1213240,SHETLAND ISLANDS,SHETLAND,UNST,HP 6430 1324
188738,HP61SW 61,"Unst, Stovepund",Structure(S) (Period Unassigned),462210,1212720,SHETLAND ISLANDS,SHETLAND,UNST,HP 6221 1272
188739,HP61SW 62,"Unst, Housten",Mill (Period Unassigned),462710,1211960,SHETLAND ISLANDS,SHETLAND,UNST,HP 6271 1196
188740,HP61SW 63,"Unst, Holsens",Farmstead (Period Unassigned)(Possible),464450,1214000,SHETLAND ISLANDS,SHETLAND,UNST,HP 6445 1400
188741,HP61SW 64,"Unst, Northdale",Farmstead (Period Unassigned),464120,1213980,SHETLAND ISLANDS,SHETLAND,UNST,HP 6412 1398
188742,HP61SW 65,"Unst, Gravens","Building (Period Unassigned), Enclosure (Period Unassigned)",463920,1214230,SHETLAND ISLANDS,SHETLAND,UNST,HP 6392 1423
188743,HP61SW 66,"Unst, Feall","Building (Period Unassigned), Enclosure(S) (Period Unassigned)",463410,1213400,SHETLAND ISLANDS,SHETLAND,UNST,HP 6341 1340
188744,HP61SW 67,"Unst, Budabrake","Head Dyke (Post Medieval), Township (Period Unassigned)",461900,1214300,SHETLAND ISLANDS,SHETLAND,UNST,HP 619 143
188745,HP61SW 72,"Unst, Crogan Ness","Enclosure (Period Unassigned), Structure (Period Unassigned)",460520,1212100,SHETLAND ISLANDS,SHETLAND,UNST,HP 6052 1210
188746,HP61SW 73,"Unst, Southsetter",Farmstead (Period Unassigned),460430,1210790,SHETLAND ISLANDS,SHETLAND,UNST,HP 6043 1079
188747,HP61SW 74,"Unst, Dalling",Farmstead (Period Unassigned),460390,1211600,SHETLAND ISLANDS,SHETLAND,UNST,HP 6039 1160
188748,HP51SE 5,"Unst, Loch Of Cliff",Building (Period Unassigned),459856,1211074,SHETLAND ISLANDS,SHETLAND,UNST,HP 59856 11074
188751,HP51SE 8,"Unst, Petester",Farmstead (Period Unassigned),459780,1212060,SHETLAND ISLANDS,SHETLAND,UNST,HP 5978 1206
188756,HP51SE 13,"Unst, Flubersgerdie","Dyke (Period Unassigned), Structure(S) (Period Unassigned)",457391,1212423,SHETLAND ISLANDS,SHETLAND,UNST,HP 57391 12423
188757,HP51SE 14,"Unst, Heimar Water",Enclosure (Period Unassigned),458503,1212450,SHETLAND ISLANDS,SHETLAND,UNST,HP 58503 12450
188758,HP51SE 15,"Unst, North Water","Field System (Period Unassigned), Structure (Period Unassigned)",458213,1213460,SHETLAND ISLANDS,SHETLAND,UNST,HP 58213 13460
188759,HP51SE 16,"Unst, Libbers Hill",Structure (Period Unassigned),458510,1213840,SHETLAND ISLANDS,SHETLAND,UNST,HP 5851 1384
188760,HP51SE 17,"Unst, Libbers Hill",Structure (Period Unassigned),458740,1213620,SHETLAND ISLANDS,SHETLAND,UNST,HP 5874 1362
188761,HP51NE 1,"Unst, Mill Fiel",Structure (Period Unassigned),459400,1215050,SHETLAND ISLANDS,SHETLAND,UNST,HP 5940 1505
188762,HP61SW 75,"Unst, Lower Lingarth",Farmstead (Period Unassigned),460590,1213820,SHETLAND ISLANDS,SHETLAND,UNST,HP 6059 1382
188763,HP61SW 76,"Unst, Upper Lingarth",Farmstead (Period Unassigned),460630,1214060,SHETLAND ISLANDS,SHETLAND,UNST,HP 6063 1406
188764,HP61SW 77,"Unst, Stackhoull","Farmstead (Period Unassigned), Head Dyke (Post Medieval)",460850,1214170,SHETLAND ISLANDS,SHETLAND,UNST,HP 6085 1417
188766,HP61SW 79,"Unst, Hoide","Enclosure (Period Unassigned), Farmstead (Period Unassigned), Field System (Period Unassigned), Head Dyke (Post Medieval), Structure(S) (Period Unassigned)",460690,1214410,SHETLAND ISLANDS,SHETLAND,UNST,HP 6069 1441
188767,HP61SW 80,"Unst, Hoide",Structure (Period Unassigned),460610,1214340,SHETLAND ISLANDS,SHETLAND,UNST,HP 6061 1434
188768,HP61SW 81,"Unst, Upperbulter",Farmstead (Period Unassigned),460710,1214510,SHETLAND ISLANDS,SHETLAND,UNST,HP 6071 1451
188769,HP61SW 82,"Unst, Lowerbulter","Farmstead (Period Unassigned), Structure (Period Unassigned)",460900,1214590,SHETLAND ISLANDS,SHETLAND,UNST,HP 6090 1459
188770,HP61SW 83,"Unst, Boo Stacks",Building (Period Unassigned),461240,1214760,SHETLAND ISLANDS,SHETLAND,UNST,HP 6124 1476
188771,HP61SW 84,"Unst, Sea View",Structure (Period Unassigned),461090,1213470,SHETLAND ISLANDS,SHETLAND,UNST,HP 6109 1347
188772,HP61SE 9,"Unst, His Geo","Planticrub(S) (Period Unassigned), Sheepfold (Period Unassigned), Wall (Period Unassigned)",465600,1211900,SHETLAND ISLANDS,SHETLAND,UNST,HP 656 119
188773,HP61SE 10,"Unst, Tuan",Farmstead (Period Unassigned),465090,1212420,SHETLAND ISLANDS,SHETLAND,UNST,HP 6509 1242
188774,HP61SE 11,"Unst, Braefield","Field System (Period Unassigned), Planticrub(S) (Period Unassigned)",465400,1213000,SHETLAND ISLANDS,SHETLAND,UNST,HP 654 130
188775,HP61SE 12,"Unst, Braefield",Structure(S) (Period Unassigned),465000,1213000,SHETLAND ISLANDS,SHETLAND,UNST,HP 650 130
188776,HP61SE 13,"Unst, Braefield","Boundary Dyke (Period Unassigned), Structure (Period Unassigned)",465800,1213300,SHETLAND ISLANDS,SHETLAND,UNST,HP 658 133
188777,HP61SE 14,"Unst, Braefield",Planticrub (Period Unassigned),465330,1213300,SHETLAND ISLANDS,SHETLAND,UNST,HP 6533 1330
188778,HP61SE 15,"Unst, Big Roag",Planticrub (Period Unassigned),466140,1213720,SHETLAND ISLANDS,SHETLAND,UNST,HP 6614 1372
188779,HP61SE 16,"Unst, Bulgar Geo",Planticrub(S) (Period Unassigned),465900,1213900,SHETLAND ISLANDS,SHETLAND,UNST,HP 659 139
188780,HP61SE 17,"Unst, Millfield","Building (Period Unassigned), Enclosure (Period Unassigned), Structure (Period Unassigned)",465570,1214140,SHETLAND ISLANDS,SHETLAND,UNST,HP 6557 1414
188781,HP61SE 18,"Unst, The Bungalow",Building(S) (Period Unassigned),465140,1214630,SHETLAND ISLANDS,SHETLAND,UNST,HP 6514 1463
188782,HP61NE 10,"Unst, Nousta Geo","Enclosure (Period Unassigned), Structure(S) (Period Unassigned)",466950,1215780,SHETLAND ISLANDS,SHETLAND,UNST,HP 6695 1578
188783,HP61NE 11,"Unst, Skipa Geo",Structure (Period Unassigned),466720,1215760,SHETLAND ISLANDS,SHETLAND,UNST,HP 6672 1576
188784,HP61NE 12,"Unst, Burn Of Skaw","Building(S) (Period Unassigned), Enclosure(S) (Period Unassigned)",465200,1216060,SHETLAND ISLANDS,SHETLAND,UNST,HP 6520 1606
188785,HP61NE 13,"Unst, Skaw",Building (Period Unassigned),465210,1216360,SHETLAND ISLANDS,SHETLAND,UNST,HP 6521 1636
188786,HP61NE 14,"Unst, Skaw","Head Dyke (Post Medieval), Township (Period Unassigned)",465800,1216400,SHETLAND ISLANDS,SHETLAND,UNST,HP 658 164
188787,HP61NE 17,"Unst, Skaw",Croft (Period Unassigned),465600,1216630,SHETLAND ISLANDS,SHETLAND,UNST,HP 6560 1663
188788,HP61NE 18,"Unst, Gopund",Croft (Period Unassigned),465390,1216280,SHETLAND ISLANDS,SHETLAND,UNST,HP 6539 1628
188789,HP61NE 15,"Unst, Holm Of Skaw",Building (Period Unassigned),466730,1216990,SHETLAND ISLANDS,SHETLAND,UNST,HP 6673 1699
188790,HP61SW 85,"Unst, Spragatup","Building (Period Unassigned), Enclosure (Period Unassigned)",464880,1212890,SHETLAND ISLANDS,SHETLAND,UNST,HP 6488 1289
188796,HP50SE 58,"Unst, Trona Dale","Field System(S) (Period Unassigned), Structure(S) (Period Unassigned)",458900,1204600,SHETLAND ISLANDS,SHETLAND,UNST,HP 589 046
188797,HP50SE 59,"Unst, Murrasko","Farmstead (Period Unassigned), Structure (Period Unassigned)",457730,1204610,SHETLAND ISLANDS,SHETLAND,UNST,HP 5773 0461
188798,HP50NE 18,"Unst, Houllnan",Structure(S) (Period Unassigned),457580,1205080,SHETLAND ISLANDS,SHETLAND,UNST,HP 5758 0508
188799,HP50NE 19,"Unst, Houlls Pund",Enclosure (Period Unassigned),458260,1205110,SHETLAND ISLANDS,SHETLAND,UNST,HP 5826 0511
188800,HP50NE 20,"Unst, Hamaron",Structure (Period Unassigned),457610,1205410,SHETLAND ISLANDS,SHETLAND,UNST,HP 5761 0541
188801,HP50NE 21,"Unst, Hamaron",Farmstead (Period Unassigned),457450,1205380,SHETLAND ISLANDS,SHETLAND,UNST,HP 5745 0538
