CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR
312158,HP60SW 106,"Unst, Housigarth",Structure (Period Unassigned),461391,1202137,SHETLAND ISLANDS,SHETLAND,UNST,HP 61391 02137
312162,HP60SW 107,"Unst, Housigarth",Planticrub (Period Unassigned),461501,1202170,SHETLAND ISLANDS,SHETLAND,UNST,HP 61501 02170
312164,HP60SW 108,"Unst, Housigarth",Planticrub (Period Unassigned),461570,1202208,SHETLAND ISLANDS,SHETLAND,UNST,HP 61570 02208
312168,HP60SW 109,"Unst, Housigarth",Sheep Shelter (Period Unassigned)(Possible),461557,1202268,SHETLAND ISLANDS,SHETLAND,UNST,HP 61557 02268
312169,HP60SW 110,"Unst, Housigarth","Planticrub (Period Unassigned), Sheep Shelter (Period Unassigned)(Possible)",461602,1202272,SHETLAND ISLANDS,SHETLAND,UNST,HP 61602 02272
312170,HP60SW 111,"Unst, Housigarth",Planticrub (Period Unassigned),461638,1202246,SHETLAND ISLANDS,SHETLAND,UNST,HP 61638 02246
312171,HP60SW 112,"Unst, Housigarth",Planticrub (Period Unassigned),461675,1202240,SHETLAND ISLANDS,SHETLAND,UNST,HP 61675 02240
312173,HP60SW 113,"Unst, Housigarth",Planticrub (Period Unassigned),461695,1202310,SHETLAND ISLANDS,SHETLAND,UNST,HP 61695 02310
312174,HP60SW 114,"Unst, Housigarth",Planticrub (Period Unassigned),461723,1202306,SHETLAND ISLANDS,SHETLAND,UNST,HP 61723 02306
312176,HP60SW 115,"Unst, Housigarth",Kale Yard (19th Century),461571,1202312,SHETLAND ISLANDS,SHETLAND,UNST,HP 61571 02312
312177,HP60SW 116,"Unst, Housigarth","Clearance Cairn(S) (Period Unassigned), Quarry (Period Unassigned), Quarry Scoop(S) (Period Unassigned)",461462,1202254,SHETLAND ISLANDS,SHETLAND,UNST,HP 61462 02254
312197,HP60SW 117,"Unst, Knowe Of Houlligarth",Quarry (Period Unassigned),461332,1202291,SHETLAND ISLANDS,SHETLAND,UNST,HP 61332 02291
312202,HP60SW 118,"Unst, Knowes Of Hostnigarth",Farmstead (Period Unassigned)(Possible),461224,1202242,SHETLAND ISLANDS,SHETLAND,UNST,HP 61224 02242
312203,HP60SW 119,"Unst, Knowe Of Houlligarth",Planticrub (Period Unassigned),461275,1202474,SHETLAND ISLANDS,SHETLAND,UNST,HP 61275 02474
312204,HP60SW 120,"Unst, Knowe Of Houlligarth",Building (Period Unassigned)(Possible),461364,1202433,SHETLAND ISLANDS,SHETLAND,UNST,HP 61364 02433
312205,HP60SW 121,"Unst, Knowe Of Houlligarth",Planticrub (Period Unassigned),461374,1202402,SHETLAND ISLANDS,SHETLAND,UNST,HP 61374 02402
312242,HP60SW 122,"Unst, Knowe Of Houlligarth",Building (Period Unassigned),461446,1202374,SHETLAND ISLANDS,SHETLAND,UNST,HP 61446 02374
312244,HP60SW 124,"Unst, Knowe Of Houlligarth","Mound (Period Unassigned), Stack Stand (Post Medieval)(Possible)",461471,1202335,SHETLAND ISLANDS,SHETLAND,UNST,HP 61471 02335
312253,HP60SW 126,"Unst, Knowe Of Houlligarth",Well (Period Unassigned)(Possible),461484,1202348,SHETLAND ISLANDS,SHETLAND,UNST,HP 61484 02348
312268,HP60SW 128,"Unst, Knowe Of Houlligarth",Building (Period Unassigned),461506,1202390,SHETLAND ISLANDS,SHETLAND,UNST,HP 61506 02390
313090,HP60SW 130,"Unst, Knowe Of Houlligarth",Building (Period Unassigned),461533,1202383,SHETLAND ISLANDS,SHETLAND,UNST,HP 61533 02383
313091,HP60SW 131,"Unst, Knowe Of Houlligarth",Pen (Period Unassigned),461541,1202387,SHETLAND ISLANDS,SHETLAND,UNST,HP 61541 02387
313092,HP60SW 132,"Unst, Knowe Of Houlligarth",Pen (Period Unassigned)(Possible),461552,1202375,SHETLAND ISLANDS,SHETLAND,UNST,HP 61552 02375
313105,HP60SW 133,"Unst, Knowe Of Houlligarth",Farmstead (Period Unassigned),461467,1202547,SHETLAND ISLANDS,SHETLAND,UNST,HP 61467 02547
313107,HP60SW 134,"Unst, Knowe Of Houlligarth",Building (Period Unassigned),461505,1202542,SHETLAND ISLANDS,SHETLAND,UNST,HP 61505 02542
313108,HP60SW 135,"Unst, Knowe Of Houlligarth",Planticrub (Period Unassigned),461570,1202584,SHETLAND ISLANDS,SHETLAND,UNST,HP 61570 02584
313109,HP60SW 136,"Unst, Knowe Of Houlligarth","Enclosure (Period Unassigned), Planticrub (Period Unassigned)(Possible)",461535,1202638,SHETLAND ISLANDS,SHETLAND,UNST,HP 61535 02638
313110,HP60SW 137,"Unst, Knowe Of Houlligarth",Hut (Period Unassigned)(Possible),461439,1202676,SHETLAND ISLANDS,SHETLAND,UNST,HP 61439 02676
313111,HP60SW 138,"Unst, Knowe Of Houlligarth",Farmstead (Period Unassigned),461364,1202641,SHETLAND ISLANDS,SHETLAND,UNST,HP 61364 02641
313158,HP50SE 133,"Brough, Hoga Ness",Building (Period Unassigned),455784,1200525,SHETLAND ISLANDS,SHETLAND,UNST,HP 55784 00525
313342,HP60SW 151,"Unst, Ham Ness",Building (Period Unassigned),463391,1201698,SHETLAND ISLANDS,SHETLAND,UNST,HP 63391 01698
313344,HP60SW 152,"Unst, Ham Ness",Hut (Period Unassigned)(Possible),463452,1201777,SHETLAND ISLANDS,SHETLAND,UNST,HP 63452 01777
313345,HP60SW 153,"Unst, Ham Ness",Planticrub (Period Unassigned),463488,1201840,SHETLAND ISLANDS,SHETLAND,UNST,HP 63488 01840
313347,HP60SW 154,"Unst, Ham Ness",Building (Neolithic),463554,1201907,SHETLAND ISLANDS,SHETLAND,UNST,HP 63554 01907
313352,HP60SW 155,"Unst, Ham Ness",Enclosure (Period Unassigned)(Possible),463587,1201914,SHETLAND ISLANDS,SHETLAND,UNST,HP 63587 01914
313353,HP60SW 156,"Unst, Ham Ness",Sheepfold (Period Unassigned),463569,1201997,SHETLAND ISLANDS,SHETLAND,UNST,HP 63569 01997
313354,HP60SW 157,"Unst, Ham Ness",Platform (Period Unassigned),463706,1201946,SHETLAND ISLANDS,SHETLAND,UNST,HP 63706 01946
313355,HP60SW 158,"Unst, Ham Ness","Enclosure (Period Unassigned), Planticrub (Period Unassigned)(Possible)",463695,1201819,SHETLAND ISLANDS,SHETLAND,UNST,HP 63695 01819
313356,HP60SW 159,"Unst, Ham Booth",Cairn (Period Unassigned)(Possible),463580,1201500,SHETLAND ISLANDS,SHETLAND,UNST,HP 6358 0150
313357,HP60SW 160,"Unst, Brei Wick",Naust (Period Unassigned)(Possible),463696,1201506,SHETLAND ISLANDS,SHETLAND,UNST,HP 63696 01506
313358,HP60SW 161,"Unst, Mu Ness",Chromate Quarry (19-20th Century),463677,1201257,SHETLAND ISLANDS,SHETLAND,UNST,HP 63677 01257
313359,HP60SW 162,"Unst, Mu Ness",Chromate Quarry (19-20th Century),463685,1201235,SHETLAND ISLANDS,SHETLAND,UNST,HP 63685 01235
313360,HP60SW 163,"Unst, Mu Ness",Chromate Quarry (19-20th Century),463675,1201229,SHETLAND ISLANDS,SHETLAND,UNST,HP 63675 01229
313361,HP60SW 164,"Unst, Mu Ness",Chromate Quarry (19-20th Century),463689,1201225,SHETLAND ISLANDS,SHETLAND,UNST,HP 63689 01225
313367,HP60SW 165,"Unst, Mu Ness",Chromate Quarry (19-20th Century),463732,1201218,SHETLAND ISLANDS,SHETLAND,UNST,HP 63732 01218
313368,HP60SW 166,"Unst, Mu Ness",Chromate Quarry (19-20th Century),463752,1201197,SHETLAND ISLANDS,SHETLAND,UNST,HP 63752 01197
313369,HP60SW 167,"Unst, Mu Ness",Chromate Quarry (19-20th Century),463759,1201185,SHETLAND ISLANDS,SHETLAND,UNST,HP 63759 01185
313370,HP60SW 168,"Unst, Mu Ness",Chromate Quarry (19-20th Century),463710,1201186,SHETLAND ISLANDS,SHETLAND,UNST,HP 63710 01186
313373,HP60SW 169,"Unst, Mu Ness",Chromate Quarry (19-20th Century),463687,1201059,SHETLAND ISLANDS,SHETLAND,UNST,HP 63687 01059
313374,HP60SW 170,"Unst, Mu Ness",Planticrub (Period Unassigned),463734,1201007,SHETLAND ISLANDS,SHETLAND,UNST,HP 63734 01007
313375,HP60SW 171,"Unst, Little Ham","Clearance Cairn(S) (Period Unassigned), Enclosure(S) (Period Unassigned)",463520,1201165,SHETLAND ISLANDS,SHETLAND,UNST,HP 63520 01165
313376,HP60SW 172,"Unst, Little Ham",Planticrub (Period Unassigned),463604,1201279,SHETLAND ISLANDS,SHETLAND,UNST,HP 63604 01279
313582,HP60SW 173,"Unst, Murrister",Hut (Period Unassigned)(Possible),460786,1201143,SHETLAND ISLANDS,SHETLAND,UNST,HP 60786 01143
313583,HP60SW 174,"Unst, Murrister",Structure (Period Unassigned),460830,1201174,SHETLAND ISLANDS,SHETLAND,UNST,HP 60830 01174
313584,HP60SW 175,"Unst, Murrister",Farmstead (Period Unassigned),460813,1201265,SHETLAND ISLANDS,SHETLAND,UNST,HP 60813 01265
313585,HP60SW 176,"Unst, Murrister",Mound (Period Unassigned),460857,1201310,SHETLAND ISLANDS,SHETLAND,UNST,HP 60857 01310
313586,HP60SW 177,"Unst, Murrister","Clearance Cairn(S) (Period Unassigned), Farmstead (Period Unassigned), Peat Stand (Period Unassigned)(Possible)",460879,1201308,SHETLAND ISLANDS,SHETLAND,UNST,HP 60879 01308
313587,HP60SW 178,"Unst, Murrister",Quarry (Period Unassigned),460950,1201014,SHETLAND ISLANDS,SHETLAND,UNST,HP 60950 01014
313588,HP60SW 179,"Unst, Murrister",Sheepfold (Period Unassigned),460835,1201037,SHETLAND ISLANDS,SHETLAND,UNST,HP 60835 01037
313607,HP60SW 180,"Unst, Tower Hill",Quarry (Period Unassigned),460050,1201054,SHETLAND ISLANDS,SHETLAND,UNST,HP 60050 01054
313608,HP60SW 181,"Unst, Tower Hill",Quarry (Period Unassigned),460066,1201026,SHETLAND ISLANDS,SHETLAND,UNST,HP 60066 01026
313609,HP60SW 182,"Unst, Tower Hill",Quarry (Period Unassigned),460073,1201037,SHETLAND ISLANDS,SHETLAND,UNST,HP 60073 01037
313610,HP60SW 183,"Unst, Murrister",Mound(S) (Period Unassigned),460298,1201139,SHETLAND ISLANDS,SHETLAND,UNST,HP 60298 01139
313617,HP60SW 184,"Unst, Murrister","Mound (Period Unassigned), Peat Stand (Period Unassigned)(Possible)",460346,1201236,SHETLAND ISLANDS,SHETLAND,UNST,HP 60346 01236
313618,HP60SW 185,"Unst, Murrister",Structure (Period Unassigned),460625,1201254,SHETLAND ISLANDS,SHETLAND,UNST,HP 60625 01254
313619,HP60SW 186,"Unst, Murrister",Mound (Period Unassigned),460666,1201142,SHETLAND ISLANDS,SHETLAND,UNST,HP 60666 01142
313620,HP60SW 187,"Unst, Murrister",Mound (Period Unassigned),460627,1201408,SHETLAND ISLANDS,SHETLAND,UNST,HP 60627 01408
313621,HP60SW 188,"Unst, Murrister",Sheep Shelter (Period Unassigned),460717,1201425,SHETLAND ISLANDS,SHETLAND,UNST,HP 60717 01425
313630,HP60SW 189,"Unst, Murrister",Clearance Cairn(S) (Period Unassigned),460611,1201284,SHETLAND ISLANDS,SHETLAND,UNST,HP 60611 01284
313631,HP60SW 190,"Unst, Murrister",Clearance Cairn(S) (Period Unassigned),460691,1201260,SHETLAND ISLANDS,SHETLAND,UNST,HP 60691 01260
313632,HP60SW 191,"Unst, Too Burn",Clearance Cairn(S) (Period Unassigned),460295,1201455,SHETLAND ISLANDS,SHETLAND,UNST,HP 60295 01455
313640,HP60SW 197,"Unst, Hoversta",Clearance Cairn(S) (Period Unassigned),460039,1201664,SHETLAND ISLANDS,SHETLAND,UNST,HP 60039 01664
313641,HP50SE 134,"Unst, Dandies",Mound (Period Unassigned),459978,1201571,SHETLAND ISLANDS,SHETLAND,UNST,HP 59978 01571
313642,HP60SW 192,"Unst, Dandies",Farmstead (Period Unassigned),460095,1201526,SHETLAND ISLANDS,SHETLAND,UNST,HP 60095 01526
313643,HP60SW 193,"Unst, Dandies",Quarry (Period Unassigned),460129,1201474,SHETLAND ISLANDS,SHETLAND,UNST,HP 60129 01474
313644,HP60SW 194,"Unst, Dandies",Quarry (Period Unassigned),460219,1201460,SHETLAND ISLANDS,SHETLAND,UNST,HP 60219 01460
313645,HP60SW 195,"Unst, Dandies",Quarry (Period Unassigned),460253,1201464,SHETLAND ISLANDS,SHETLAND,UNST,HP 60253 01464
313646,HP60SW 196,"Unst, Dandies",Quarry (Period Unassigned),460276,1201544,SHETLAND ISLANDS,SHETLAND,UNST,HP 60276 01544
313657,HP50SE 135,"Unst, Hoversta",Clearance Cairn (Period Unassigned),459996,1201715,SHETLAND ISLANDS,SHETLAND,UNST,HP 59996 01715
313683,HP60SW 198,"Unst, Hoversta","Clearance Cairn(S) (Period Unassigned), Planticrub (Period Unassigned)",460163,1201736,SHETLAND ISLANDS,SHETLAND,UNST,HP 60163 01736
313684,HP60SW 199,"Unst, Hoversta",Clearance Cairn (Period Unassigned),460105,1201822,SHETLAND ISLANDS,SHETLAND,UNST,HP 60105 01822
313685,HP60SW 200,"Unst, Hoversta","Building (Period Unassigned), Farmstead (Norse)(Possible), Mound (Period Unassigned)",460182,1201818,SHETLAND ISLANDS,SHETLAND,UNST,HP 60182 01818
313686,HP60SW 201,"Unst, Hoversta","Farmstead (Period Unassigned), Structure (Period Unassigned)",460224,1201829,SHETLAND ISLANDS,SHETLAND,UNST,HP 60224 01829
313712,HP60SW 202,"Unst, Hoversta",Quarry (Period Unassigned),460013,1201910,SHETLAND ISLANDS,SHETLAND,UNST,HP 60013 01910
313713,HP60SW 203,"Unst, Hoversta",Enclosure (Period Unassigned),460068,1201981,SHETLAND ISLANDS,SHETLAND,UNST,HP 60068 01981
313714,HP60SW 204,"Unst, Hoversta",Mound (Period Unassigned),460085,1201957,SHETLAND ISLANDS,SHETLAND,UNST,HP 60085 01957
313715,HP60SW 205,"Unst, Hoversta",Quarry (Period Unassigned),460102,1201919,SHETLAND ISLANDS,SHETLAND,UNST,HP 60102 01919
313716,HP60SW 206,"Unst, Hoversta",Quarry (Period Unassigned),460217,1201894,SHETLAND ISLANDS,SHETLAND,UNST,HP 60217 01894
313717,HP60SW 207,"Unst, Hoversta",Quarry (Period Unassigned),460332,1201867,SHETLAND ISLANDS,SHETLAND,UNST,HP 60332 01867
313718,HP60SW 208,"Unst, Hoversta",Quarry (Period Unassigned),460362,1201864,SHETLAND ISLANDS,SHETLAND,UNST,HP 60362 01864
313719,HP60SW 209,"Unst, Mailand",Quarry (Period Unassigned),460406,1201854,SHETLAND ISLANDS,SHETLAND,UNST,HP 60406 01854
313720,HP60SW 210,"Unst, Hoversta",Shooting Stand (19-20th Century),460301,1202006,SHETLAND ISLANDS,SHETLAND,UNST,HP 60301 02006
313721,HP60SW 211,"Unst, Hoversta",Shooting Stand (Modern),460319,1201999,SHETLAND ISLANDS,SHETLAND,UNST,HP 60319 01999
313722,HP60SW 212,"Unst, Hoversta",Shooting Stand (Modern),460332,1201993,SHETLAND ISLANDS,SHETLAND,UNST,HP 60332 01993
313723,HP60SW 213,"Unst, Hoversta",Shooting Stand (Modern),460369,1201984,SHETLAND ISLANDS,SHETLAND,UNST,HP 60369 01984
313724,HP60SW 214,"Unst, Hoversta",Quarry (Period Unassigned),460422,1201984,SHETLAND ISLANDS,SHETLAND,UNST,HP 60422 01984
313725,HP60SW 215,"Unst, Mailand",Clearance Cairn (Period Unassigned),460572,1201893,SHETLAND ISLANDS,SHETLAND,UNST,HP 60572 01893
313726,HP60SW 216,"Unst, Mailand",Building (Period Unassigned),460520,1201794,SHETLAND ISLANDS,SHETLAND,UNST,HP 60520 01794
313727,HP60SW 217,"Unst, Mailand",Clearance Cairn (Period Unassigned),460563,1201791,SHETLAND ISLANDS,SHETLAND,UNST,HP 60563 01791
313732,HP60SW 218,"Unst, Mailand",Mound (Period Unassigned),460413,1201783,SHETLAND ISLANDS,SHETLAND,UNST,HP 60413 01783
313733,HP60SW 219,"Unst, Mailand",Building (Period Unassigned),460392,1201743,SHETLAND ISLANDS,SHETLAND,UNST,HP 60392 01743
313735,HP60SW 220,"Unst, Mailand",Quarry (Period Unassigned),460434,1201716,SHETLAND ISLANDS,SHETLAND,UNST,HP 60434 01716
313736,HP60SW 221,"Unst, Mailand",Quarry (Period Unassigned),460472,1201693,SHETLAND ISLANDS,SHETLAND,UNST,HP 60472 01693
313737,HP60SW 222,"Unst, Mailand",Clearance Cairn(S) (Period Unassigned),460477,1201675,SHETLAND ISLANDS,SHETLAND,UNST,HP 60477 01675
313738,HP60SW 223,"Unst, Mailand",Grindstone,460526,1201748,SHETLAND ISLANDS,SHETLAND,UNST,HP 60526 01748
313739,HP60SW 224,"Unst, Mailand",Building (Period Unassigned)(Possible),460543,1201709,SHETLAND ISLANDS,SHETLAND,UNST,HP 60543 01709
313740,HP60SW 225,"Unst, Mailand","Kiln (Period Unassigned)(Possible), Mound (Period Unassigned), Platform (Period Unassigned)",460579,1201711,SHETLAND ISLANDS,SHETLAND,UNST,HP 60579 01711
313741,HP60SW 226,"Unst, Mailand",Animal Shed (Period Unassigned),460593,1201719,SHETLAND ISLANDS,SHETLAND,UNST,HP 60593 01719
313926,HP60SW 227,"Unst, Mailand",Enclosure (Period Unassigned),460371,1201566,SHETLAND ISLANDS,SHETLAND,UNST,HP 60371 01566
313939,HP60SW 228,"Unst, Mailand",Quarry (Period Unassigned),460398,1201618,SHETLAND ISLANDS,SHETLAND,UNST,HP 60398 01618
313940,HP60SW 229,"Unst, Mailand","Clearance Cairn(S) (Period Unassigned), Planticrub(S) (Period Unassigned)",460449,1201537,SHETLAND ISLANDS,SHETLAND,UNST,HP 60449 01537
313949,HP60SW 230,"Unst, Mailand","Building (Period Unassigned)(Possible), Enclosure (Period Unassigned)(Possible), Planticrub (Period Unassigned)(Possible)",460460,1201648,SHETLAND ISLANDS,SHETLAND,UNST,HP 60460 01648
313956,HP60SW 231,"Unst, Too Burn",Structure (Period Unassigned),460486,1201466,SHETLAND ISLANDS,SHETLAND,UNST,HP 60486 01466
313958,HP60SW 232,"Unst, Too Burn",Sheep Shelter (Period Unassigned),460611,1201518,SHETLAND ISLANDS,SHETLAND,UNST,HP 60611 01518
313959,HP60SW 233,"Unst, Too Burn",Sheep Shelter (Period Unassigned),460618,1201556,SHETLAND ISLANDS,SHETLAND,UNST,HP 60618 01556
313961,HP60SW 234,"Unst, Otterhad Geo",Chambered Cairn (Neolithic),462261,1203843,SHETLAND ISLANDS,SHETLAND,UNST,HP 62261 03843
313962,HP60SW 235,"Unst, Hill Of Colvadale",Cairn (Period Unassigned),461805,1204994,SHETLAND ISLANDS,SHETLAND,UNST,HP 61805 04994
313963,HP60SW 236,"Unst, Houll Tafts",Naust (Period Unassigned),462443,1204646,SHETLAND ISLANDS,SHETLAND,UNST,HP 62443 04646
313970,HP60NW 103,"Unst, Hill Of Colvadale",Marker Cairn (Period Unassigned),461477,1205560,SHETLAND ISLANDS,SHETLAND,UNST,HP 61477 05560
313972,HP60NW 104,"Unst, Hill Of Colvadale",Enclosure (Period Unassigned),461828,1205592,SHETLAND ISLANDS,SHETLAND,UNST,HP 61828 05592
313973,HP60NW 105,"Unst, Hill Of Colvadale","Enclosure (Period Unassigned), Pen (Period Unassigned)",462135,1205739,SHETLAND ISLANDS,SHETLAND,UNST,HP 62135 05739
313987,HP60NW 106,"Unst, Hill Of Colvadale",Peat Stand (Period Unassigned),462722,1205776,SHETLAND ISLANDS,SHETLAND,UNST,HP 62722 05776
313988,HP60NW 107,"Unst, Colvadale",Peat Stand (Period Unassigned),462719,1205764,SHETLAND ISLANDS,SHETLAND,UNST,HP 62719 05764
314016,HP60SW 237,"Unst, Conisgarth",House (Neol/bronze Age),462096,1204570,SHETLAND ISLANDS,SHETLAND,UNST,HP 62096 04570
314020,HP60SW 238,"Unst, Blue Geos",Bridge (Period Unassigned),462840,1204948,SHETLAND ISLANDS,SHETLAND,UNST,HP 62840 04948
314022,HP60SW 239,"Unst, Burn Of Furlings","Horizontal Mill (Period Unassigned), Lade (Period Unassigned), Sheep Shelter (Period Unassigned)",462711,1205026,SHETLAND ISLANDS,SHETLAND,UNST,HP 62711 05026
314042,HP60SW 240,"Unst, Colvadale",Farmstead (Norse),462211,1204553,SHETLAND ISLANDS,SHETLAND,UNST,HP 62211 04553
314107,HP60SW 241,"Unst, Still",Farmstead (Period Unassigned),461753,1201771,SHETLAND ISLANDS,SHETLAND,UNST,HP 61753 01771
314157,HP60SW 242,"Unst, Greenbreck",Peat Stand (Period Unassigned),461156,1201387,SHETLAND ISLANDS,SHETLAND,UNST,HP 61156 01387
314252,HP60SW 244,"Unst, Mailand",Planticrub (Period Unassigned),460480,1201605,SHETLAND ISLANDS,SHETLAND,UNST,HP 60480 01605
314522,HP60SW 245,"Unst, Ham Ness",Head Dyke (Post Medieval),463546,1201736,SHETLAND ISLANDS,SHETLAND,UNST,HP 63546 01736
317239,HP60NE 16,"Baltasound, Unst, Balta Isle Lighthouse",Lighthouse (19th Century),465826,1206973,SHETLAND ISLANDS,SHETLAND,UNST,HP 65826 06973
330190,HP60NE 17,"Unst, Swinna Ness",Lazy Beds (Post Medieval),465088,1209105,SHETLAND ISLANDS,SHETLAND,UNST,HP 65088 09105
330191,HP60NE 18,"Unst, Swinna Ness",Building (Period Unassigned),465088,1208957,SHETLAND ISLANDS,SHETLAND,UNST,HP 65088 08957
330192,HP60NE 19,"Unst, Swinna Ness","Dyke (Period Unassigned)(Possible), Sheepfold (Period Unassigned)",465406,1209138,SHETLAND ISLANDS,SHETLAND,UNST,HP 65406 09138
330193,HP60NE 20,"Unst, Swinna Ness",Dyke (Period Unassigned),465007,1209122,SHETLAND ISLANDS,SHETLAND,UNST,HP 65007 09122
330194,HP60NE 21,"Unst, Swinna Ness",Structure (Period Unassigned),465020,1209239,SHETLAND ISLANDS,SHETLAND,UNST,HP 65020 09239
330195,HP60NW 108,"Unst, Halligarth","Gravel Pit (19-20th Century), Pond (Period Unassigned)",462609,1209508,SHETLAND ISLANDS,SHETLAND,UNST,HP 62609 09508
330196,HP60NW 109,"Unst, Halligarth",Well (Period Unassigned),462626,1209326,SHETLAND ISLANDS,SHETLAND,UNST,HP 62626 09326
330197,HP60NW 110,"Unst, Halligarth, Burial Ground",Cemetery (20th Century),462579,1209340,SHETLAND ISLANDS,SHETLAND,UNST,HP 62579 09340
330198,HP60NW 111,"Unst, Halligarth",Building(S) (Period Unassigned),462486,1209269,SHETLAND ISLANDS,SHETLAND,UNST,HP 62486 09269
330199,HP60NW 112,"Unst, Halligarth",Well (Period Unassigned),462473,1209053,SHETLAND ISLANDS,SHETLAND,UNST,HP 62473 09053
330200,HP60NW 113,"Unst, Halligarth",Well (Period Unassigned),462539,1209220,SHETLAND ISLANDS,SHETLAND,UNST,HP 62539 09220
330201,HP60NW 114,"Unst, Halligarth House Gardens","Garden (19th Century), Wood (20th Century)",462621,1209251,SHETLAND ISLANDS,SHETLAND,UNST,HP 62621 09251
330202,HP51SE 27,"Unst, Hargal Burn",Structure (Period Unassigned),459399,1210218,SHETLAND ISLANDS,SHETLAND,UNST,HP 59399 10218
330203,HP51SE 28,"Unst, Houlland","Byre (Period Unassigned), Enclosure(S) (Period Unassigned), Field System(S) (Period Unassigned)(Possible)",459337,1210299,SHETLAND ISLANDS,SHETLAND,UNST,HP 59337 10299
330204,HP51SE 29,"Unst, Old Verdarett",Structure (Period Unassigned),458556,1210732,SHETLAND ISLANDS,SHETLAND,UNST,HP 58556 10732
330205,HP51SE 30,"Unst, Mid Field",Structure (Period Unassigned),458274,1211429,SHETLAND ISLANDS,SHETLAND,UNST,HP 58274 11429
330206,HP51SE 31,"Unst, Heimar Water",Dyke (Period Unassigned),458180,1212336,SHETLAND ISLANDS,SHETLAND,UNST,HP 58180 12336
330207,HP51SE 32,"Unst, North Water",Mill (Period Unassigned)(Possible),458037,1213615,SHETLAND ISLANDS,SHETLAND,UNST,HP 58037 13615
330208,HP50NE 67,"Unst, Loch Of Collaster",Building (Period Unassigned),458031,1207631,SHETLAND ISLANDS,SHETLAND,UNST,HP 58031 07631
330209,HP50NE 68,"Unst, Collaster",Lazy Beds (Post Medieval),457981,1207533,SHETLAND ISLANDS,SHETLAND,UNST,HP 57981 07533
330228,HP50NE 69,"Unst, Collaster",Enclosure (Period Unassigned),457779,1207231,SHETLAND ISLANDS,SHETLAND,UNST,HP 57779 07231
330229,HP50NE 70,"Unst, Southerhouse",Enclosure (Period Unassigned),457821,1207175,SHETLAND ISLANDS,SHETLAND,UNST,HP 57821 07175
330235,HP50NE 71,"Unst, Burn Of Southerhouse",Structure (Period Unassigned),457727,1207065,SHETLAND ISLANDS,SHETLAND,UNST,HP 57727 07065
330236,HP50NE 72,"Unst, Southerhouse",Drain(S) (Period Unassigned),457681,1207115,SHETLAND ISLANDS,SHETLAND,UNST,HP 57681 07115
330237,HP50NE 73,"Unst, Ayre Of Collaster",Naust (Period Unassigned),457504,1207111,SHETLAND ISLANDS,SHETLAND,UNST,HP 57504 07111
330238,HP60SW 246,"Unst, Burga Wick",Enclosure (Period Unassigned),462133,1203245,SHETLAND ISLANDS,SHETLAND,UNST,HP 62133 03245
330239,HP60SW 247,"Unst, Burga Wick",Enclosure (Period Unassigned),462106,1203289,SHETLAND ISLANDS,SHETLAND,UNST,HP 62106 03289
330240,HP60SW 248,"Unst, Pund Geo","Enclosure (Period Unassigned), Sheepfold (Period Unassigned)",462134,1203419,SHETLAND ISLANDS,SHETLAND,UNST,HP 62134 03419
330241,HP60SW 249,"Unst, Long Geo",Enclosure (Period Unassigned),462062,1203488,SHETLAND ISLANDS,SHETLAND,UNST,HP 62062 03488
330242,HP60SW 250,"Unst, Framgord",House (Period Unassigned),461887,1202978,SHETLAND ISLANDS,SHETLAND,UNST,HP 61887 02978
330243,HP60SW 251,"Unst, Framgord, Wilma Stane",Standing Stone (Prehistoric)(Possible),462008,1202943,SHETLAND ISLANDS,SHETLAND,UNST,HP 62008 02943
330244,HP50SE 136,"Unst, Burn Of Watlee",Kiln (Period Unassigned)(Possible),459421,1204807,SHETLAND ISLANDS,SHETLAND,UNST,HP 59421 04807
330245,HP50SE 137,"Unst, Burn Of Watlee",Lade (Period Unassigned),459414,1204807,SHETLAND ISLANDS,SHETLAND,UNST,HP 59414 04807
330246,HP50NE 74,"Unst, Watlee",Structure (Period Unassigned),459616,1205259,SHETLAND ISLANDS,SHETLAND,UNST,HP 59616 05259
330247,HP50NE 75,"Unst, Watlee",Farmstead (Period Unassigned),459682,1205348,SHETLAND ISLANDS,SHETLAND,UNST,HP 59682 05348
330248,HP50NE 76,"Unst, Watlee",Quarry (Period Unassigned),459957,1205468,SHETLAND ISLANDS,SHETLAND,UNST,HP 59957 05468
330249,HP60NW 115,"Unst, Watlee",Building (Period Unassigned),460050,1205621,SHETLAND ISLANDS,SHETLAND,UNST,HP 60050 05621
330250,HP50SE 138,"Unst, Lunda Wick, Blue Mull",Lime Kiln (Period Unassigned)(Possible),455773,1204647,SHETLAND ISLANDS,SHETLAND,UNST,HP 55773 04647
330251,HP50SE 139,"Unst, Valind",Rig And Furrow (Medieval),456803,1203571,SHETLAND ISLANDS,SHETLAND,UNST,HP 56803 03571
330252,HP50SE 140,"Unst, Blyth-houll",Structure (Period Unassigned),457023,1203439,SHETLAND ISLANDS,SHETLAND,UNST,HP 57023 03439
331299,HP60NW 135,"Unst, Baltasound",Seaplane Base (First World War)(Possible),463410,1209130,SHETLAND ISLANDS,SHETLAND,UNST,HP 63410 09130
